task_uid,filename,book,chapter,verse,duration_seconds,speaker_id,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
00040,2CH_023_Verse_011.wav,2 Chronicles,023,011,21.32,SPEAKER_01,0.088681317299541,410,470,False,False,False,False
00041,LUK_015_Verse_016.wav,Luke,015,016,9.5,SPEAKER_00,-0.0555670815683965,590,400,False,False,False,False
00042,2CH_034_Verse_007.wav,2 Chronicles,034,007,20.52,SPEAKER_01,-0.2196373692603639,600,930,False,False,True,False
00043,ACT_013_Verse_015.wav,Acts,013,015,18.62,SPEAKER_00,0.0302577292487327,400,560,False,False,False,False
00044,EPH_001_Verse_006.wav,Ephesians,001,006,9.56,SPEAKER_02,0.145110286441939,350,470,False,False,False,False
00045,EXO_022_Verse_007.wav,Exodus,022,007,17.06,SPEAKER_01,0.0555221757230383,450,110,False,False,False,False
00046,EXO_039_Verse_027.wav,Exodus,039,027,10.49,SPEAKER_01,-0.130056540013452,570,450,False,False,False,False
00047,1KI_014_Verse_011.wav,1 Kings,014,011,12.34,SPEAKER_01,0.0868079614700864,1030,720,False,False,False,False
00048,2KI_017_Verse_036.wav,2 Kings,017,036,16.7,SPEAKER_01,-0.2234752707268433,270,240,False,False,False,False
00049,NEH_011_Verse_031.wav,Nehemiah,011,031,10.7,SPEAKER_01,0.2231931159664973,410,390,False,False,False,False
