filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
ACT_007_Verse_002.wav,"Iye akapindura achiti, “Hama dzangu nemi madzibaba, nditeererei! Mwari wokubwinya akazviratidza kuna baba vedu Abhurahama paakanga achiri kuMesopotamia, asati agara muHarani.",New Testament,Acts,007,002,12.08,SPEAKER_00,13381,0.06942528735632184,-0.09887131525518313,240,150,False,False,False,False
COL_001_Verse_005.wav,"kutenda norudo zvinobva patariro yamakachengeterwa kudenga uye iyo yamakatonzwa nezvayo mushoko rezvokwadi, iro vhangeri",New Testament,Colossians,001,005,8.54,SPEAKER_00,4681,0.07116666666666666,0.16135321094585944,220,140,False,False,False,False
EPH_001_Verse_001.wav,"Pauro, mupostori waKristu Jesu nokuda kwaMwari, kuvatsvene vari muEfeso, vakatendeka muna Kristu Jesu:",New Testament,Ephesians,001,001,7.12,SPEAKER_00,9756,0.06980392156862746,-0.04228978364089945,660,180,True,False,False,False
EST_006_Verse_001.wav,Usiku ihwohwo mambo akashaya hope; saka akarayira kuti mabhuku enhoroondo nezvinyorwa zvokutonga kwake zviuyiswe uye agozviverengerwa.,Old Testament,Esther,006,001,9.48,SPEAKER_00,20953,0.07074626865671642,0.09853067004091483,830,140,True,True,False,False
EXO_032_Verse_004.wav,"Akatora zvavakamupa akaita nazvo chifananidzo chakaumbwa muchimiro chemhuru, achichiveza nembezo. Ipapo vakati, “Ava ndivo vamwari venyu, imi Israeri, vakakubudisai kubva muIjipiti.”",Old Testament,Exodus,032,004,13.03,SPEAKER_00,12424,0.07159340659340659,0.22512346168174113,210,240,False,False,False,False
GAL_001_Verse_006.wav,"Ndinoshamiswa kuti munokurumidza kusiya uyo akakudanai nenyasha dzaKristu muchitsaukira kune rimwe vhangeri,",New Testament,Galatians,001,006,7.68,SPEAKER_00,6029,0.07111111111111111,0.15305121836078925,320,120,False,True,False,False
GAL_005_Verse_004.wav,Imi munoedza kururamisirwa nomurayiro makaparadzaniswa naKristu; makabva panyasha.,New Testament,Galatians,005,004,5.82,SPEAKER_00,12405,0.07097560975609757,0.13280245595817622,270,100,False,False,False,False
GEN_002_Verse_002.wav,Pazuva rechinomwe Mwari akanga apedza basa raakanga achiita; saka pazuva rechinomwe akazorora pamabasa ake ose.,Old Testament,Genesis,002,002,7.92,SPEAKER_00,22366,0.07135135135135134,0.18895172683677433,210,150,False,False,False,False
GEN_002_Verse_003.wav,Uye Mwari akaropafadza zuva rechinomwe akariita dzvene nokuti pazuva iro akazorora pabasa rose rokusika raakanga aita.,Old Testament,Genesis,002,003,8.38,SPEAKER_00,27642,0.07101694915254238,0.13898004448778686,220,220,False,False,True,False
GEN_035_Verse_002.wav,"Saka Jakobho akati kune veimba yake nokuna vose vakanga vanaye, “Bvisai vamwari vavatorwa vamunavo, muzvinatse uye mupfeke dzimwe nguo dzenyu.",Old Testament,Genesis,035,002,10.01,SPEAKER_00,1017,0.07049295774647887,0.06067693466773691,250,100,False,False,False,False
GEN_037_Verse_004.wav,"Madzikoma ake akati aona kuti baba vavo vaimuda kupfuura ani zvake pakati pavo, vakamuvenga uye vakasagona kutaura naye mashoko akanaka.",Old Testament,Genesis,037,004,9.62,SPEAKER_00,22898,0.07073529411764705,0.09689068028530208,210,120,False,False,False,False
HAB_002_Verse_001.wav,Ndichandomira panzvimbo yangu yokurinda ndichazviisa panzvimbo yakakwirira; ndichatarisa ndione zvaachareva kwandiri uye zvandingapindura pamusoro pokuchema uku.,Old Testament,Habakkuk,002,001,11.54,SPEAKER_00,6093,0.07167701863354037,0.23761809935158204,550,170,True,False,True,False
HEB_001_Verse_006.wav,"Uyezve, Mwari paanouyisa dangwe rake munyika, anoti: “Vatumwa vose vaMwari ngavamunamate.”",New Testament,Hebrews,001,006,6.38,SPEAKER_00,20773,0.07088888888888889,0.11984324802050224,310,100,False,False,False,False
ISA_038_Verse_001.wav,"Mumazuva iwayo Hezekia akarwara kusvikira oda kufa. Muprofita Isaya mwanakomana waAmozi akaenda kwaari akati, “Zvanzi naJehovha: Gadzirisa zveimba yako, nokuti uri kuzofa; hausi kuzopona.”",Old Testament,Isaiah,038,001,13.39,SPEAKER_00,14649,0.07122340425531916,0.16983184167104223,480,300,True,True,False,False
JAS_002_Verse_002.wav,"Kana mumwe munhu akauya akapinda mumusangano wenyu akapfeka mhete yegoridhe nenguo dzakaisvonaka, uye murombo akapfeka mamvemve akapindawo,",New Testament,James,002,002,9.86,SPEAKER_00,19349,0.07093525179856115,0.1267715296022888,390,180,False,False,False,False
JDG_019_Verse_001.wav,Mumazuva iwayo Israeri yakanga isina mambo. Zvino mumwe muRevhi akanga achigara munyika iri kure yezvikomo yeEfuremu akatora murongo aibva kuBheterehema muJudha.,Old Testament,Judges,019,001,11.16,SPEAKER_00,15885,0.0693167701863354,-0.11508767258562887,680,110,True,True,False,False
JHN_005_Verse_005.wav,Mumwe murume akanga arimo akanga arwara kwamakore makumi matatu namasere.,New Testament,John,005,005,5.05,SPEAKER_00,12522,0.06917808219178082,-0.13581263322938117,360,170,False,False,False,False
JHN_017_Verse_006.wav,“Ndakaratidza zita renyu kuna avo vamakandipa panyika. Vakanga vari venyu; mukavapa kwandiri uye vakateerera shoko renyu.,New Testament,John,017,006,8.34,SPEAKER_00,27292,0.06892561983471074,-0.17353956432468065,320,110,False,True,False,False
LEV_025_Verse_003.wav,"Kwamakore matanhatu dyarai minda yenyu, uye kwamakore matanhatu, dimurirai mizambiringa yenyu mugounganidza michero yayo.",Old Testament,Leviticus,025,003,8.31,SPEAKER_00,26884,0.06867768595041322,-0.21058977916714913,250,200,False,False,False,False
LUK_001_Verse_005.wav,"Panguva yaHerodhi mambo weJudhea kwakanga kuno muprista ainzi Zekaria, akanga ari weboka rouprista hwaAbhija; mukadzi wake Erizabheti akanga ari chizvarwa chaAroni.",New Testament,Luke,001,005,11.5,SPEAKER_00,7085,0.0701219512195122,0.005235252821707016,280,240,False,True,False,False
LUK_014_Verse_004.wav,"Asi vakaramba vanyerere. Naizvozvo akabata ruoko rwomunhu uya, akamuporesa ndokubva amuti aende.",New Testament,Luke,014,004,6.62,SPEAKER_00,3079,0.06895833333333333,-0.16865099431074349,290,200,False,False,False,False
LUK_022_Verse_003.wav,"Ipapo Satani akapinda muna Judhasi, ainzi Iskarioti, mumwe wavane gumi navaviri.",New Testament,Luke,022,003,5.53,SPEAKER_00,819,0.069125,-0.14374501655552668,330,160,False,False,False,False
MAT_019_Verse_002.wav,Vanhu vazhinji zhinji vakamutevera uye akavaporesa ikoko.,New Testament,Matthew,019,002,4.07,SPEAKER_00,27566,0.07140350877192983,0.1967459161769574,170,210,False,False,False,False
MAT_020_Verse_007.wav,"“Vakapindura vachiti, ‘Nokuti hapana munhu atipa basa.’ “Akati kwavari, ‘Nemiwo endai mundoshanda mumunda wangu wemizambiringa.’",New Testament,Matthew,020,007,9.08,SPEAKER_00,5495,0.0709375,0.12710749153243997,260,190,False,False,False,False
MRK_001_Verse_002.wav,"Kwakanyorwa muna Isaya muprofita kuchinzi: “Ndichatuma nhume yangu mberi kwako, uyo achagadzira nzira yako,”",New Testament,Mark,001,002,7.42,SPEAKER_00,10692,0.0687037037037037,-0.20670179365898964,260,250,False,False,False,False
PHP_001_Verse_008.wav,Mwari anogona kupupura kuti ndinokufungai sei imi mose norudo rwaKristu Jesu.,New Testament,Philippians,001,008,5.48,SPEAKER_00,8877,0.07116883116883117,0.1616766652024229,330,110,False,False,False,False
PRO_025_Verse_001.wav,"Izvi ndizvo zvimwe zvirevo zvaSoromoni, zvakanyorwa namachinda aHezekia mambo weJudha:",Old Testament,Proverbs,025,001,5.98,SPEAKER_00,7426,0.06953488372093024,-0.08249368754124704,650,160,True,True,False,False
PRO_028_Verse_006.wav,Zviri nani kuva murombo ane mafambiro akarurama pane mupfumi ane nzira dzakatsauka.,Old Testament,Proverbs,028,006,5.94,SPEAKER_00,16488,0.07156626506024097,0.2210675431541493,280,100,False,False,False,False
PSA_027_Verse_002.wav,"Vanhu vakaipa pavakauya kwandiri kuzodya nyama yangu, vavengi navadzivisi vangu pavanondirwisa, vanogumburwa ndokuwa.",Old Testament,Psalms,027,002,8.14,SPEAKER_00,24740,0.06957264957264958,-0.07685011476427472,200,120,False,False,False,False
PSA_038_Verse_005.wav,Maronda angu aora uye anosemesa nokuda kwoupenzi hwokutadza kwangu.,Old Testament,Psalms,038,005,4.7,SPEAKER_00,6852,0.07014925373134329,0.009315227335665966,240,180,False,False,False,False
PSA_046_Verse_002.wav,"Naizvozvo hatizotyi, kunyange nyika ikashanduka, uye makomo akawira mukatikati megungwa,",Old Testament,Psalms,046,002,6.28,SPEAKER_00,9508,0.07136363636363637,0.190787548292934,230,170,False,False,False,False
PSA_095_Verse_005.wav,"Gungwa nderake, nokuti ndiye akariita, uye maoko ake akaumba nyika yakaoma.",Old Testament,Psalms,095,005,5.2,SPEAKER_00,5975,0.06933333333333333,-0.11261254436150878,190,170,False,False,False,False
PSA_126_Verse_005.wav,Avo vanodyara nemisodzi vachakohwa nenziyo dzomufaro.,Old Testament,Psalms,126,005,3.72,SPEAKER_00,19436,0.07018867924528302,0.015206813174691618,220,100,False,False,False,False
PSA_129_Verse_006.wav,"Ngavaite souswa pamusoro pedenga remba, hunooma husati hwakura;",Old Testament,Psalms,129,006,4.37,SPEAKER_00,3364,0.06936507936507937,-0.10786854859861005,210,110,False,False,False,False
PSA_150_Verse_002.wav,Murumbidzei nokuda kwamabasa ake esimba; murumbidzei nokuda kwoukuru hwake hunokunda zvose.,Old Testament,Psalms,150,002,6.24,SPEAKER_00,9220,0.06857142857142857,-0.2264684426710639,160,110,False,False,False,False
REV_005_Verse_002.wav,"Uye ndakaona mutumwa ane simba achidanidzira nenzwi guru achiti, “Ndiani akafanira kusunungura chisimbiso nokuzarura bhuku rakapetwa?”",New Testament,Revelation,005,002,9.36,SPEAKER_00,5498,0.06985074626865671,-0.0352924940169595,370,330,False,False,False,False
REV_005_Verse_003.wav,Asi hakuna munhu kudenga kana panyika kana pasi penyika aigona kuzarura bhuku rakapetwa kana kunyange kutarira mukati maro.,New Testament,Revelation,005,003,8.67,SPEAKER_00,23632,0.07048780487804877,0.059906911308763175,440,220,False,False,False,False
REV_006_Verse_003.wav,"Gwayana rakati razarura chisimbiso chechipiri, ndakanzwa chisikwa chipenyu chechipiri chichiti, “Uya!”",New Testament,Revelation,006,003,7.16,SPEAKER_00,15143,0.07019607843137254,0.016312516959605915,150,170,False,False,False,False
ROM_005_Verse_002.wav,"watakawana naye mapindiro, nokutenda, munyasha idzi dzatakamira madziri zvino. Uye tinofara mutariro yokubwinya kwaMwari.",New Testament,Romans,005,002,8.54,SPEAKER_00,21686,0.0705785123966942,0.073461867958446,320,170,False,False,False,False
