filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,lead_silence_ms,trail_silence_ms,is_first_verse,heading_before,heading_after,is_verse_range
AMO_009_Verse_011.wav,"O gün yıkılmış olan David'in çardağını yeniden kaldıracağım, onun gediklerini kapatacağım, yıkıntılarını yeniden bina edeceğim, eski günlerdeki gibi yeniden yapacağım.",Old Testament,Amos,009,011,11.58,SPEAKER_00,12872,0.06934131736526947,0.16801975374337674,430,530,False,False,False,False
EXO_027_Verse_018.wav,"Avlunun uzunluğu yüz arşın, eni elli arşın, yüksekliği beş arşın olacak ve özenle dokunmuş ince ketenden olacak; tabanları tunçtan olacak.",Old Testament,Exodus,027,018,9.6,SPEAKER_00,19241,0.06956521739130435,0.20811367827625057,430,460,False,False,False,False
EXO_029_Verse_018.wav,"Koçun tamamını sunak üzerinde yakacaksın; bu Yahve'ye yakmalık bir sunudur; hoş bir kokudur, ateşle Yahve'ye yapılan bir sunudur.""",Old Testament,Exodus,029,018,8.95,SPEAKER_00,7182,0.06884615384615383,0.07935049756490063,400,620,False,False,False,False
EXO_035_Verse_034.wav,Hem kendisinin hem de Dan oymağından Ahisamak oğlu Oholiav'ın öğretmesini onun yüreğine koydu.,Old Testament,Exodus,035,034,6.34,SPEAKER_00,18234,0.06744680851063829,-0.1712311895888492,520,490,False,False,False,False
EXO_036_Verse_008.wav,"İşi yapanların arasındaki bilge yürekli kişilerin tümü, konutu mavi, mor ve kırmızı renkte, özenle dokunmuş ince ketenden on perdeyle yaptı. Bunları usta işi Keruvlar'la yaptılar.",Old Testament,Exodus,036,008,12.46,SPEAKER_00,6577,0.06960893854748604,0.2159428543932982,410,350,False,False,False,False
EZK_042_Verse_005.wav,Üst odalar daha dardı; çünkü koridorlar binadaki alt ve ortalardan daha fazlasını alıyordu.,Old Testament,Ezekiel,042,005,6.18,SPEAKER_00,12663,0.06791208791208792,-0.087913301963791,340,250,False,False,False,False
EZK_044_Verse_006.wav,"O asilere, İsrael evine diyeceksin, ‘Efendi Yahve şöyle diyor: ""Ey İsrael evi, bütün iğrençlikleriniz yeter,",Old Testament,Ezekiel,044,006,7.29,SPEAKER_00,16388,0.0675,-0.1617061546970382,450,250,False,False,False,False
EZK_048_Verse_030.wav,“Kentin çıkışları şunlardır: Kuzey tarafında ölçüye göre dört bin beş yüz kamış;,Old Testament,Ezekiel,048,030,5.44,SPEAKER_00,1698,0.068,-0.0721708267140312,660,370,False,False,False,False
GEN_019_Verse_028.wav,Sodom ve Gomora'ya ve bütün ovaya baktı ve yerden dumanın ocak dumanı gibi yükseldiğini gördü.,Old Testament,Genesis,019,028,6.38,SPEAKER_00,10357,0.06787234042553192,-0.09503091045437363,170,490,False,False,False,False
GEN_042_Verse_009.wav,"Yosef onlar hakkında gördüğü düşleri hatırladı ve onlara, “Siz casussunuz! Ülkenin açığını görmeye geldiniz.” dedi.",Old Testament,Genesis,042,009,7.96,SPEAKER_00,11275,0.06921739130434783,0.1458282327228546,330,290,False,False,False,False
HAB_002_Verse_013.wav,"İşte, Ordular Yahvesi'nden değil mi ki, halklar ateş için çalışıyor, uluslar boşuna yoruluyor?",Old Testament,Habakkuk,002,013,6.41,SPEAKER_00,20995,0.06819148936170213,-0.03788070110351758,390,390,False,False,False,False
HEB_011_Verse_030.wav,"İsraelliler yedi gün boyunca Yeriha surları çevresinde döndükten sonra, imanları sayesinde surlar yıkıldı.",New Testament,Hebrews,011,030,7.16,SPEAKER_00,6196,0.06754716981132075,-0.15325942564203904,340,440,False,False,False,False
ISA_029_Verse_014.wav,"bu nedenle işte, bu halk arasında harika bir iş, harika bir iş ve şaşılacak bir şey yapmaya devam edeceğim; ve onların bilge adamlarının bilgeliği yok olacak ve onların sağduyulu adamlarının anlayışı gizlenecek.”",Old Testament,Isaiah,029,014,14.52,SPEAKER_00,18793,0.06849056603773584,0.01567515545797396,840,840,False,False,False,False
JAS_002_Verse_017.wav,"Bunun gibi, tek başına işleri olmayan iman da ölüdür.",New Testament,James,002,017,3.65,SPEAKER_00,18795,0.06886792452830189,0.08324898789797966,590,340,False,False,False,False
JER_002_Verse_006.wav,"“Bizi Mısır diyarından çıkaran, çölde, bozkırlar ve çukurlar diyarında, kuraklık ve ölüm gölgesi diyarında, hiç kimsenin geçmediği ve hiç kimsenin yaşamadığı bir diyarda bizi yürüten Yahve nerede?” demediler.",Old Testament,Jeremiah,002,006,14.0,SPEAKER_00,6776,0.0673076923076923,-0.19614281930588837,760,570,False,False,False,False
JER_025_Verse_024.wav,"ve bütün Arabistan krallarına, çölde oturan bütün karışık halkların krallarına;",Old Testament,Jeremiah,025,024,5.4,SPEAKER_00,14128,0.06835443037974684,-0.008702746118482265,620,250,False,False,False,False
JHN_020_Verse_017.wav,"Yeşua ona, “Bana dokunma! Çünkü henüz Babam’ın yanına çıkmadım. Ama kardeşlerime git ve onlara de ki, ‘Benim Babam’ın ve sizin Babanız’ın, benim Tanrım’ın ve sizin Tanrınız’ın yanına çıkıyorum’” dedi.",New Testament,John,020,017,13.8,SPEAKER_00,23760,0.069,0.10689982925198277,290,460,False,False,False,False
JOB_003_Verse_006.wav,"O geceye gelince, onu koyu karanlık yakalasın. Yılın günleri arasında sevinmesin. Ayların sayısına girmesin.",Old Testament,Job,003,006,7.51,SPEAKER_00,16882,0.06953703703703704,0.20306740375224824,240,350,False,False,False,False
JOB_031_Verse_013.wav,"“Eğer benimle çekiştikleri zaman, erkek ya da kadın kölemin davasını hor gördüysem,",Old Testament,Job,031,013,5.67,SPEAKER_00,15784,0.06831325301204819,-0.016076404363233744,600,210,False,False,False,False
JOS_011_Verse_021.wav,"O sırada Yeşu geldi ve Anaklılar'ı dağlık bölgeden, Hevron'dan, Devir'den, Anav'dan, Yahuda'nın bütün dağlık bölgesinden ve İsrael'in bütün dağlık bölgesinden söküp attı. Yeşu onları kentleriyle birlikte tümüyle yok etti.",Old Testament,Joshua,011,021,15.28,SPEAKER_00,19118,0.06914027149321267,0.1320183375549065,540,430,False,False,False,False
JOS_017_Verse_015.wav,"Yeşu onlara şöyle dedi: ""Eğer kalabalıksan, Efraim'in dağlık bölgesi sana çok darsa, ormana çık ve Perizliler ve Refayim diyarında kendine yer aç.""",Old Testament,Joshua,017,015,10.04,SPEAKER_00,27558,0.06829931972789115,-0.018571446696995564,340,500,False,False,False,False
JOS_023_Verse_006.wav,"“Bu nedenle, Moşe'nin Yasa Kitabı'nda yazılı olan her şeyi tutmak ve yapmak için çok yürekli olun; ta ki, ondan sağa ya da sola sapmayasınız;",Old Testament,Joshua,023,006,9.74,SPEAKER_00,9869,0.06907801418439717,0.12086988042663675,590,270,False,False,False,False
LEV_006_Verse_021.wav,"Tavada yağla yapılacak. Yağı iyice çekince onu içeri getireceksin. Ekmek sunusunu Yahve'ye hoş koku olarak, pişmiş parçalar halinde sunacaksın.",Old Testament,Leviticus,006,021,9.83,SPEAKER_00,6402,0.06874125874125875,0.060566862323713694,480,390,False,False,False,False
LEV_008_Verse_010.wav,"Moşe mesh yağını aldı, konutu ve içindekilerin hepsini meshedip kutsal kıldı.",Old Testament,Leviticus,008,010,5.23,SPEAKER_00,12138,0.06792207792207793,-0.08612438432177284,420,310,False,False,False,False
LEV_010_Verse_014.wav,"Sallama döşünü ve kaldırma budunu, sen, oğulların ve kızlarınla birlikte temiz bir yerde yiyeceksiniz; çünkü bunlar, İsrael'in çocuklarının esenlik sunularının kurbanlarından sana ve oğullarınıza pay olarak verildi.",Old Testament,Leviticus,010,014,14.74,SPEAKER_00,5483,0.06855813953488372,0.02777558591816235,540,330,False,False,False,False
LEV_018_Verse_022.wav,"""'Bir erkekle kadınla yatar gibi yatmayacaksın. Bu iğrenç bir şeydir.'""",Old Testament,Leviticus,018,022,4.93,SPEAKER_00,7564,0.06943661971830986,0.1850856086174247,440,500,False,False,False,False
LUK_011_Verse_015.wav,"Ama içlerinden bazıları, “İblisleri iblislerin önderi Baalzevul aracılığıyla kovuyor” dediler.",New Testament,Luke,011,015,6.35,SPEAKER_00,18259,0.0675531914893617,-0.1521811198052297,380,200,False,False,False,False
MAT_003_Verse_008.wav,Bu nedenle tövbeye layık meyveler verin!,New Testament,Matthew,003,008,2.78,SPEAKER_00,4807,0.06949999999999999,0.19643515723498728,350,340,False,False,False,False
MAT_019_Verse_020.wav,"Genç adam Yeşua’ya, “Bütün bunları gençliğimden beri tuttum. Hâlâ ne eksiğim var ki?” dedi.",New Testament,Matthew,019,020,6.27,SPEAKER_00,28153,0.0689010989010989,0.08918954459600176,700,170,False,False,False,False
MAT_024_Verse_013.wav,Ama sonuna kadar dayanan kurtulacaktır.,New Testament,Matthew,024,013,2.68,SPEAKER_00,3389,0.06871794871794872,0.056392721159003005,300,170,False,False,False,False
MIC_001_Verse_008.wav,"Bundan ötürü ağıt yakıp dövüneceğim. Soyunmuş ve çıplak olarak gideceğim. Çakallar gibi uluyacağım, ve devekuşları gibi yas tutacağım.",Old Testament,Micah,001,008,9.28,SPEAKER_00,23646,0.06925373134328358,0.15233566733291043,550,290,False,False,False,False
NUM_010_Verse_028.wav,Ordularına göre İsrael'in çocuklarının yola çıkışları şöyleydi; ve onlar göç ettiler.,Old Testament,Numbers,010,028,5.77,SPEAKER_00,16835,0.06788235294117646,-0.09323796271003504,510,330,False,False,False,False
NUM_016_Verse_014.wav,"Bizi süt ve bal akan bir diyara da getirmedin, miras olarak tarlalar ve bağlar da vermedin. Bu adamların gözlerini mi çıkaracaksın? Çıkmayacağız.”",Old Testament,Numbers,016,014,10.08,SPEAKER_00,4566,0.06904109589041096,0.11425889730538047,240,660,False,False,False,False
PRO_012_Verse_018.wav,"İnsan var ki, düşünmeden delip geçen kılıç gibi konuşur, ama bilgelerin dili şifa verir.",Old Testament,Proverbs,012,018,6.0,SPEAKER_00,14567,0.06818181818181818,-0.0396125256293032,290,200,False,False,False,False
PSA_048_Verse_007.wav,Doğu rüzgârıyla Tarşiş'in gemilerini parçalarsın.,Old Testament,Psalms,048,007,3.39,SPEAKER_00,18142,0.06918367346938775,0.13979035789880004,360,290,False,False,False,False
PSA_082_Verse_003.wav,"“Zayıfı, yoksulu ve yetimi savunun. Yoksulun ve ezilenin hakkını koruyun.",Old Testament,Psalms,082,003,5.06,SPEAKER_00,14028,0.06931506849315068,0.16331935099469763,380,110,False,False,False,False
PSA_145_Verse_020.wav,"Yahve kendisini seven herkesi korur, ama kötülerin hepsini yok eder.",Old Testament,Psalms,145,020,4.7,SPEAKER_00,13800,0.06911764705882353,0.12796696524798412,470,370,False,False,False,False
REV_004_Verse_008.wav,"Her birinin altışar kanadı vardı. İçleri ve dışları gözlerle doluydu. Gece gündüz durup dinlenmeden şöyle diyorlar: “Kutsal, kutsal, kutsaldır Efendi Tanrı, Her Şeye Gücü Yeten, var olmuş, var olan ve gelecek olan!”",New Testament,Revelation,004,008,14.8,SPEAKER_00,10584,0.06883720930232559,0.07774879223426037,260,370,False,False,False,False
REV_009_Verse_009.wav,"Demirden yapılmış zırhlara benzer göğüs zırhları vardı. Kanatlarının sesi savaş arabalarının, savaşa koşan birçok atın sesine benziyordu.",New Testament,Revelation,009,009,9.34,SPEAKER_00,20090,0.06817518248175182,-0.04080078479297946,340,280,False,False,False,False
ROM_006_Verse_014.wav,"Çünkü günahın sizin üzerinizde hakimiyeti olmayacak. Çünkü Yasa altında değil, lütuf altındasınız.",New Testament,Romans,006,014,6.78,SPEAKER_00,26333,0.06918367346938775,0.13979035789880004,180,580,False,False,False,False
