filename,text,testament,book,chapter,verse,duration_seconds,speaker_id,row_idx,lens_ratio,lens_ratio_z,is_first_verse,heading_before,heading_after,is_verse_range
JDG_009_Verse_051.wav,"He katamaa giddon issi mino adussa gimbey de7ees. Katamaa asay macci, addey, kaaletheysatinne hara asa ubbay attonna woxidi adussa gimbiya giddo gelidosona. Pengiya gordidi gimbiya huuphe keyidosona.",Old Testament,Judges,009,051,17.84,SPEAKER_01,25297,0.08964824120603015,-0.097567622179676,False,False,False,False
JER_001_Verse_012.wav,"Goday, “Neeni like be7adasa. Taka ta qaala polanaw haysada be7ayis” yaagis.",Old Testament,Jeremiah,001,012,6.91,SPEAKER_02,7190,0.09213333333333333,0.1283606738707544,False,False,False,False
JER_011_Verse_014.wav,"“Ermiyaasa, ha asaas tana aykoka woossofa; enta gisho gaannatopa woyko oychofa. Enti banta metuwa gallas tana xeegiya wode ta enta si7ike.",Old Testament,Jeremiah,011,014,12.82,SPEAKER_02,3225,0.09289855072463768,0.19792922604880223,False,False,False,False
JER_029_Verse_004.wav,"“Ubbaafe Wolqaama Goday, Isra7eele Xoossay, Yerusalaamepe Babiloone di7etida asa ubbaas haysada yaagees:",Old Testament,Jeremiah,029,004,9.3,SPEAKER_02,3364,0.08942307692307692,-0.11803808370507848,False,False,False,False
JHN_008_Verse_051.wav,Taani hintew tuma odayis; ta qaala naagiya oonika hayqenna” yaagis.,New Testament,John,008,051,6.06,SPEAKER_01,2254,0.09044776119402985,-0.02488050263089055,False,False,False,False
JHN_012_Verse_038.wav,"Nabiya Isayaasi, “Godaw, nu markatethaa ooni ammanidee? Goday ba wolqaa ooddes qoncisidee?” Gidaysi tuma gidana mela enti iya ammanibookona.",New Testament,John,012,038,12.7,SPEAKER_01,10985,0.0907142857142857,-0.000649839286264417,False,False,False,False
JOB_015_Verse_034.wav,Xoossas yayyonna asaa kochay dhayana; wodhaafen keexetida keethay taman meetetana.,Old Testament,Job,015,034,7.38,SPEAKER_00,28091,0.09,-0.06558801704986371,False,False,False,False
LEV_002_Verse_014.wav,Neeni kathaafe bayra Godaas ehiya wode caacetidi shirketida tiya gidanaw bessees.,Old Testament,Leviticus,002,014,7.17,SPEAKER_00,19699,0.08851851851851852,-0.20027460796695873,False,False,False,False
LEV_003_Verse_011.wav,Kahiney hessa Godaas xuussa yarsho oothidi yarsho bessan xuuggo.,Old Testament,Leviticus,003,011,5.71,SPEAKER_00,18517,0.08921875,-0.13661414897880073,False,False,False,False
LEV_009_Verse_001.wav,"Hospuntha gallas Musey Aarona, iya adde naytanne Isra7eele cimata xeegis.",Old Testament,Leviticus,009,001,6.68,SPEAKER_00,10997,0.09150684931506849,0.07140485110896291,True,True,False,False
LUK_001_Verse_052.wav,Wolqaama kawota araatape kawushis; bantana kawushidaysata kaaboyis.,New Testament,Luke,001,052,5.99,SPEAKER_01,23239,0.08940298507462686,-0.11986470294182751,False,False,False,False
NUM_004_Verse_010.wav,Yaatidi iya miisheta ubbaa liiqo galban kammidi tookiya arsa bolla wothona.,Old Testament,Numbers,004,010,6.96,SPEAKER_00,6163,0.0928,0.18896963978344714,False,False,False,False
PRO_014_Verse_032.wav,Iitati banta iita ooson kundana; shin xillotas hayqope attiya miixi de7ees.,Old Testament,Proverbs,014,032,6.87,SPEAKER_00,22004,0.0916,0.07987350114060017,False,False,False,False
PSA_027_Verse_002.wav,"Iita asati, tana ixeysatinne ta morketi tana wodhanaw hordofiya wode, bantaw dhubetidi kundana.",Old Testament,Psalms,027,002,8.86,SPEAKER_00,6939,0.09326315789473684,0.23107692136489746,False,False,False,False
PSA_038_Verse_011.wav,Ta madunthaa gaason ta shoorotinne ta laggeti haakidi eqidosona; ta dabboti taape haakidosona.,Old Testament,Psalms,038,011,8.72,SPEAKER_00,22622,0.09276595744680852,0.18587471386450227,False,False,False,False
PSA_106_Verse_007.wav,"Nu aawati Gibxen de7iya wode, malaalsiya ne oosuwa qopibookona. Ne siiquwa darotethaa enti hassaybookona; Zo7o abba matan iya bolla makallidosona.",Old Testament,Psalms,106,007,13.08,SPEAKER_00,16754,0.08958904109589041,-0.10294970836590676,False,False,False,False
PSA_124_Verse_008.wav,"Salonne sa7aa medhida, Godaa sunthan nuus maadoy yees.",Old Testament,Psalms,124,008,4.86,SPEAKER_00,12658,0.09000000000000001,-0.06558801704986245,False,False,False,False
PSA_139_Verse_003.wav,Taani biya bessaanne shempiya bessaa xomoosasa; ta ogeta ubbaa eraasa.,Old Testament,Psalms,139,003,6.34,SPEAKER_00,26799,0.09057142857142857,-0.013637474838984025,False,False,False,False
PSA_139_Verse_009.wav,"Doloha bagga paallada biiko, woyko wuloha baggan haakada de7iko,",Old Testament,Psalms,139,009,5.67,SPEAKER_00,1978,0.08859375,-0.1934350545219506,False,False,False,False
REV_012_Verse_018.wav,Abba gaxan de7iya shafiyan eqis.,New Testament,Revelation,012,018,2.91,SPEAKER_01,11121,0.0909375,0.019643341264861704,False,False,False,False
ROM_006_Verse_004.wav,Nu xammaqetida wode Kiristoosara hayqidanne moogetida. Kiristoosi Xoossaa Aawa boncho wolqan hayqope dendidaysa mela nuka ooratha de7on daana.,New Testament,Romans,006,004,12.94,SPEAKER_01,26493,0.09112676056338027,0.0368496718166595,False,False,False,False
TIT_001_Verse_010.wav,"Kiitetonaysati, pathonna oda odeteysati, cimmeysati ubbaka qaxaretetha wogaa naagiya daro asati de7oosona.",New Testament,Titus,001,010,9.46,SPEAKER_01,19173,0.08924528301886793,-0.1342019407246099,False,False,False,False
